track_id,user_id,playcount,name,artist,tags,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song
TRFNVPY128F92D2626,user_668868,2,The Dirt Whispered,Rise Against,"rock, punk, hardcore, punk_rock",Rock,0.335,0.938,1,-3.404,1,0.0429,0.000189,4.26e-05,0.173,0.699,104.77,4,The Dirt Whispered - Rise Against
TRBYLRU128F4275C5F,user_703978,2,Room 208,The Future Sound of London,"electronic, ambient, idm",Electronic,0.586,0.616,1,-14.196,0,0.0607,0.337,0.428,0.153,0.39,98.033,4,Room 208 - The Future Sound of London
TRLNVSC12903CADD67,user_59033,2,Simple As...,Kid Cudi,"rap, hip_hop, chill",Rap,0.804,0.739,1,-4.699,1,0.106,0.251,0.000424,0.628,0.5,94.995,4,Simple As... - Kid Cudi
TRGRVOR128F4229720,user_778210,1,Beauty Of Uncertainty,KT Tunstall,"rock, pop, female_vocalists, singer_songwriter",Pop,0.469,0.412,9,-9.824,1,0.0265,0.544,0.064,0.318,0.42,142.449,3,Beauty Of Uncertainty - KT Tunstall
TRFTUIW128E0784B9F,user_735771,7,Bubble Toes,Jack Johnson,"alternative, pop, folk, singer_songwriter, chillout, acoustic, guitar, mellow, chill",Rock,0.597,0.532,7,-10.583,1,0.165,0.594,0.00174,0.384,0.726,91.646,4,Bubble Toes - Jack Johnson
TRSIALT128F9337980,user_744821,1,Chet Boghassa,Tinariwen,blues,World,0.722,0.602,5,-10.522,1,0.0345,0.308,0.0107,0.12,0.823,94.911,4,Chet Boghassa - Tinariwen
TRKDHEQ128E0791264,user_38188,1,Waltz #1,Elliott Smith,"indie, folk, indie_rock, singer_songwriter, 90s, acoustic, piano, indie_pop, love, beautiful, mellow",Rock,0.454,0.31,1,-16.167,1,0.0309,0.858,0.0134,0.0848,0.116,118.814,3,Waltz #1 - Elliott Smith
TROPXRT128F92E723A,user_873797,1,Smoothie Song,Nickel Creek,"instrumental, acoustic, country",Country,0.531,0.522,7,-11.001,1,0.0372,0.536,0.0424,0.0946,0.523,110.104,4,Smoothie Song - Nickel Creek
TRCPLDY128E0791F79,user_163476,1,The Last Song,The All-American Rejects,"rock, alternative, punk, punk_rock, emo, love",Rock,0.319,0.864,1,-3.269,1,0.0785,0.0433,0.0563,0.224,0.299,179.933,4,The Last Song - The All-American Rejects
TRHOTRA128F425375E,user_778006,1,Open Your Life,Helloween,power_metal,Metal,0.25,0.922,9,-5.844,1,0.138,4.64e-05,0.00333,0.0933,0.369,159.969,4,Open Your Life - Helloween
TRMDVZU12903CF5E3E,user_288231,1,Enter the Cage,Adema,"rock, nu_metal",Rock,0.53,0.962,6,-3.459,1,0.0605,0.00693,0.00117,0.704,0.349,101.146,4,Enter the Cage - Adema
TRHPKWO128F92E01D5,user_484908,8,The Lightning Strike,Snow Patrol,"rock, indie, 00s",Rock,0.251,0.642,2,-7.185,1,0.0403,0.0739,0.0356,0.114,0.0697,132.022,4,The Lightning Strike - Snow Patrol
TRCXHZZ128F92EF09E,user_43448,1,Soldier On,The Temper Trap,"rock, indie, alternative_rock, indie_rock, acoustic, indie_pop, love, beautiful, mellow",Rock,0.24,0.444,11,-7.11,0,0.0315,0.493,0.154,0.108,0.0649,80.727,4,Soldier On - The Temper Trap
TRQJPSL128F92F0280,user_385564,1,Vätteanda,Finntroll,black_metal,Rock,0.156,0.972,1,-4.391,1,0.135,1.55e-06,0.979,0.624,0.283,152.275,4,Vätteanda - Finntroll
TRPPXBT128F931711C,user_442318,1,Bleeding Me,Metallica,"metal, hard_rock, heavy_metal, thrash_metal, 90s",Rock,0.391,0.761,1,-6.062,1,0.0319,0.000891,0.0301,0.128,0.247,115.723,4,Bleeding Me - Metallica
TRJHPZP128E0789C02,user_320766,1,Lot Of Leavin' Left To Do,Dierks Bentley,country,Country,0.578,0.857,11,-4.129,1,0.0289,0.00152,0.0167,0.494,0.697,118.032,4,Lot Of Leavin' Left To Do - Dierks Bentley
TRIUYGE128F1492268,user_279396,4,If You Could Only See,Tonic,"rock, alternative, alternative_rock, 90s, acoustic, love",Rock,0.423,0.917,10,-7.065,0,0.0349,0.00211,0.0,0.14,0.565,95.208,4,If You Could Only See - Tonic
TROXWBT128F9305E67,user_814028,10,Red Dirt Road,Brooks & Dunn,country,Country,0.55,0.819,5,-5.745,1,0.0402,0.0622,0.000291,0.114,0.453,136.127,4,Red Dirt Road - Brooks & Dunn
TRAMGPM128F9311196,user_190906,2,From the Ritz to the Rubble,Arctic Monkeys,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",Rock,0.215,0.876,9,-5.327,0,0.0429,0.00165,0.0,0.313,0.715,188.89,4,From the Ritz to the Rubble - Arctic Monkeys
TRYBFNR128F426BE3D,user_688076,2,Flume,Bon Iver,"alternative, indie, folk, singer_songwriter, acoustic, male_vocalists, beautiful, mellow",Folk,0.501,0.186,11,-14.451,1,0.0286,0.924,0.0472,0.136,0.088,66.842,4,Flume - Bon Iver
TRWRUCY128F424351B,user_677877,2,I Stand Corrected,Vampire Weekend,"rock, alternative, indie, pop, alternative_rock, indie_rock, american, indie_pop, 00s",Rock,0.679,0.64,7,-9.418,1,0.111,0.277,0.351,0.176,0.111,160.016,4,I Stand Corrected - Vampire Weekend
TRZJGCC128F427A496,user_210696,2,For Emma,Bon Iver,"rock, indie, folk, singer_songwriter, acoustic, male_vocalists, beautiful, 00s, mellow",Folk,0.669,0.613,4,-11.12,0,0.036,0.487,0.18,0.132,0.565,110.67,4,For Emma - Bon Iver
TROHJOQ128F9311141,user_275585,9,Fatima,Thieves Like Us,"indie, downtempo, synthpop",Rap,0.688,0.639,7,-10.733,1,0.0375,0.415,9.79e-06,0.114,0.96,117.987,4,Fatima - Thieves Like Us
TRTSFUN128F1455B70,user_468673,1,Love's A Game,The Magic Numbers,"indie, indie_rock, indie_pop",Rock,0.615,0.444,6,-7.248,0,0.0347,0.336,2.28e-05,0.0996,0.324,162.943,4,Love's A Game - The Magic Numbers
TRUYTGI128F92F61A7,user_321784,1,Lover's Spit (Redux),Broken Social Scene,"indie, female_vocalists, beautiful",Rock,0.559,0.397,0,-12.051,1,0.0331,0.44,0.749,0.128,0.0634,123.907,4,Lover's Spit (Redux) - Broken Social Scene
TRBVOHY128F92E6A11,user_513645,6,There Must Be A Better World Somewhere,B.B. King,"blues, guitar",Blues,0.625,0.722,1,-7.085,1,0.0284,0.0343,4.59e-05,0.0537,0.773,107.09,4,There Must Be A Better World Somewhere - B.B. King
TRLJNMJ128F429593B,user_828814,1,Sam Stone,John Prine,"folk, singer_songwriter, country",Folk,0.425,0.14,2,-17.373,1,0.0377,0.892,0.000247,0.112,0.391,134.985,4,Sam Stone - John Prine
TRJOLVL128F4262D6E,user_16841,2,Comfort Eagle,Cake,"rock, alternative, indie, alternative_rock, indie_rock, 90s",Rock,0.736,0.782,11,-6.171,1,0.0528,0.09,0.0,0.211,0.899,120.987,4,Comfort Eagle - Cake
TRLLTZU128F4290E80,user_192267,1,"Road, River and Rail",Cocteau Twins,"electronic, female_vocalists, 80s, new_wave, post_punk, gothic",Rock,0.133,0.523,0,-8.619,1,0.0316,7.44e-05,0.0594,0.113,0.317,95.012,3,"Road, River and Rail - Cocteau Twins"
TRFOVTO128F4228CC3,user_938763,3,Fortunate Son,Creedence Clearwater Revival,"rock, classic_rock, 60s",Rock,0.631,0.761,0,-3.905,1,0.0381,0.0562,0.26,0.201,0.45,132.498,4,Fortunate Son - Creedence Clearwater Revival
TRFAQJU128F9351452,user_179240,1,Two Months Off,Underworld,"electronic, dance, house, techno",Electronic,0.576,0.903,10,-8.528,0,0.0614,0.00201,0.759,0.0202,0.642,135.008,4,Two Months Off - Underworld
TRXPYSH128F423E622,user_100037,1,Vienna,Ultravox,"electronic, pop, 80s, new_wave, synthpop",Pop,0.533,0.578,5,-11.43,1,0.0684,0.163,0.229,0.101,0.463,80.604,4,Vienna - Ultravox
TRLLBYS12903CB653D,user_951511,2,Pirate Jet,Gorillaz,"electronic, alternative, indie, pop, british, hip_hop, electro",Rock,0.664,0.576,10,-7.009,0,0.0368,0.0056,0.019,0.438,0.216,91.977,4,Pirate Jet - Gorillaz
TRYSPOW128F4280A46,user_92719,9,Caring Is Creepy,The Shins,"rock, alternative, indie, indie_rock, soundtrack, indie_pop, mellow",Rock,0.413,0.707,2,-8.65,1,0.0375,0.0232,2.84e-06,0.293,0.494,94.614,4,Caring Is Creepy - The Shins
TRVHPEU128F42882B2,user_119301,1,Player's Ball,OutKast,"rap, hip_hop, lounge",Rap,0.854,0.753,10,-6.461,0,0.307,0.047,0.0,0.314,0.486,93.074,4,Player's Ball - OutKast
TRCDCYO128F4276DF3,user_10313,1,Ain't Wastin' Time No More,The Allman Brothers Band,"classic_rock, blues, blues_rock",Rock,0.473,0.775,3,-8.885,1,0.0483,0.158,0.00896,0.244,0.723,90.781,4,Ain't Wastin' Time No More - The Allman Brothers Band
TRVTIDX128F427EF95,user_805548,1,From My Own True Love (Lost at Sea),The Decemberists,"indie, folk, acoustic, love, beautiful, mellow",Rock,0.516,0.222,1,-9.699,1,0.0314,0.55,3.84e-05,0.115,0.188,84.772,4,From My Own True Love (Lost at Sea) - The Decemberists
TRLSNDQ128F4266BD7,user_120994,1,Pardon Me,Incubus,"rock, alternative, alternative_rock, 90s",Rock,0.579,0.812,1,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,4,Pardon Me - Incubus
TRVCRRO128F4294A1D,user_309958,3,The Shadow Of Seattle,Marcy Playground,"alternative, alternative_rock, grunge",Rock,0.66,0.709,11,-10.59,0,0.0411,0.0977,0.000885,0.0814,0.427,90.132,4,The Shadow Of Seattle - Marcy Playground
TRGOHEG128F4284129,user_666431,5,Velvet Snow,Kings of Leon,"rock, indie, indie_rock, 00s",Rock,0.595,0.776,0,-5.297,1,0.0456,0.0409,5.55e-06,0.0922,0.663,139.117,4,Velvet Snow - Kings of Leon
TRTDPIW128F92D7214,user_91432,1,You Want History,Kaiser Chiefs,"rock, indie, indie_rock, 00s, britpop",Rock,0.526,0.947,1,-3.886,1,0.101,0.00688,0.00518,0.0984,0.743,127.378,4,You Want History - Kaiser Chiefs
TRCRJXI128F425ACF2,user_89201,1,It Takes A Fool To Remain Sane,The Ark,"rock, pop, swedish",Rock,0.687,0.594,5,-4.834,1,0.0295,0.0104,0.0,0.106,0.379,122.951,4,It Takes A Fool To Remain Sane - The Ark
TRMGVXA128F147A025,user_954895,1,Prelude 12/21,AFI,"rock, alternative, punk, punk_rock, emo",Rock,0.678,0.657,3,-9.133,0,0.0481,0.0753,0.0,0.125,0.616,75.015,4,Prelude 12/21 - AFI
TRCOETJ128F14530AA,user_1387,1,Ch-Check It Out,Beastie Boys,"alternative, rap, hip_hop, 00s",Rap,0.797,0.902,1,-6.875,1,0.263,0.0662,0.0,0.0848,0.699,115.067,4,Ch-Check It Out - Beastie Boys
TROOIAM128F93332D5,user_872884,1,Sing A Song,"Earth, Wind & Fire","soul, funk, 70s",Rock,0.776,0.706,9,-7.48,1,0.0457,0.157,0.000573,0.0703,0.971,122.322,4,"Sing A Song - Earth, Wind & Fire"
TRCZFIV128F425DE1C,user_529337,1,Newman,Vitalic,"electronic, dance, house, techno, electro, french",Electronic,0.579,0.905,7,-5.713,0,0.0462,0.000171,0.869,0.0638,0.514,136.979,4,Newman - Vitalic
TRAWBOB128E0782497,user_465488,1,L'Amour Looks Something Like You,Kate Bush,"rock, alternative, female_vocalists, singer_songwriter, progressive_rock, 70s",Rock,0.534,0.31,7,-11.711,0,0.0288,0.441,1.8e-05,0.305,0.294,133.547,4,L'Amour Looks Something Like You - Kate Bush
TRONYHY128F92C9D11,user_532965,6,Revelry,Kings of Leon,"rock, alternative, indie, alternative_rock, indie_rock, male_vocalists, beautiful, 00s, mellow",Rock,0.437,0.748,4,-6.593,1,0.0689,0.196,0.000328,0.158,0.383,149.834,4,Revelry - Kings of Leon
TROOMUK128F42BA19C,user_227019,1,The Ecstasy of Gold,Ennio Morricone,"instrumental, soundtrack",Metal,0.139,0.68,7,-7.579,1,0.0499,0.867,0.115,0.964,0.149,84.215,3,The Ecstasy of Gold - Ennio Morricone
TRSUSWW128F93463BF,user_951100,1,Imma Be,Black Eyed Peas,"electronic, pop, dance, rap, hip_hop, rnb",Rap,0.654,0.539,5,-6.57,0,0.428,0.192,0.0,0.279,0.415,122.117,4,Imma Be - Black Eyed Peas
TRRLMBZ128F42BA561,user_830063,1,Human Behaviour,Björk,"electronic, alternative, indie, pop, female_vocalists, experimental, 90s, trip_hop",Rock,0.688,0.638,7,-14.671,1,0.0364,0.0387,0.0242,0.103,0.549,109.459,4,Human Behaviour - Björk
TRHHYQQ128F42BB341,user_131581,1,Rock & Roll Queen,The Subways,"rock, alternative, indie, alternative_rock, indie_rock, british",Rock,0.395,0.764,10,-6.258,0,0.0419,0.000316,0.00131,0.111,0.325,141.423,4,Rock & Roll Queen - The Subways
TRYYPXL128E0791FB1,user_962016,4,Your Star,Evanescence,"rock, female_vocalists, metal, beautiful, gothic_metal, gothic, symphonic_metal",Rock,0.484,0.705,7,-7.474,0,0.038,0.153,0.00046,0.258,0.157,93.483,4,Your Star - Evanescence
TREXZNI128F92C5A6F,user_225181,6,Le Monde,Thievery Corporation,"electronic, ambient, chillout, trip_hop, downtempo, french, mellow, lounge, chill",Electronic,0.651,0.367,10,-12.948,0,0.0512,0.351,0.0578,0.155,0.462,136.026,4,Le Monde - Thievery Corporation
TRKCDET128EF356AFB,user_666519,1,Ascendancy,Trivium,"metal, heavy_metal, thrash_metal, metalcore, melodic_death_metal",Metal,0.567,0.956,6,-3.591,0,0.0516,3.99e-05,0.035,0.401,0.436,106.001,4,Ascendancy - Trivium
TRAUWUX128F92FE41C,user_470401,15,When You Say Nothing At All,Alison Krauss,country,Country,0.669,0.244,3,-12.493,1,0.0267,0.757,0.00016,0.0841,0.326,86.707,4,When You Say Nothing At All - Alison Krauss
TRXWAZC128F9314B3E,user_316625,1,Heartbreak Warfare,John Mayer,"rock, alternative, indie, pop, singer_songwriter, blues, acoustic, american, male_vocalists, love, beautiful, pop_rock, chill",Rock,0.626,0.572,2,-7.989,1,0.0228,0.197,0.000497,0.272,0.297,97.081,4,Heartbreak Warfare - John Mayer
TRWXFCU128EF351B77,user_42712,1,That Home,The Cinematic Orchestra,"electronic, jazz, british, chillout, piano, downtempo, love, beautiful",Electronic,0.461,0.156,9,-14.189,1,0.0274,0.992,0.785,0.0771,0.0381,85.501,4,That Home - The Cinematic Orchestra
TRVYJCY128F92DE225,user_413121,1,Hey Stephen,Taylor Swift,"female_vocalists, country, love",Country,0.843,0.555,6,-7.359,1,0.0316,0.177,1.34e-06,0.0977,0.815,116.001,4,Hey Stephen - Taylor Swift
TRABFDT12903CADD73,user_862895,1,Up Up & Away,Kid Cudi,"alternative, rap, hip_hop, chill",Rap,0.661,0.886,10,-6.248,0,0.0838,0.0709,6e-05,0.353,0.573,120.032,4,Up Up & Away - Kid Cudi
TREMDLA128F4286AF4,user_104446,1,Life Ain't Always Beautiful,Gary Allan,country,Country,0.467,0.454,2,-10.034,1,0.0262,0.199,0.000296,0.105,0.272,85.993,4,Life Ain't Always Beautiful - Gary Allan
TRUPTVN128F9351A11,user_305492,4,Lovelife,Atmosphere,"rap, hip_hop",Rap,0.657,0.871,10,-0.52,0,0.395,0.0295,0.0,0.421,0.893,173.982,4,Lovelife - Atmosphere
TRGJSYO128F1465644,user_270999,1,La Dispute,Yann Tiersen,"instrumental, classical, soundtrack, piano, beautiful, french",World,0.462,0.0203,0,-18.175,0,0.0618,0.988,0.119,0.0973,0.0734,131.382,3,La Dispute - Yann Tiersen
TRFWZSD128F931C037,user_142317,1,When All Is Said and Done,ABBA,"pop, swedish",Rock,0.724,0.689,2,-7.518,1,0.0356,0.452,3.68e-05,0.359,0.721,126.039,4,When All Is Said and Done - ABBA
TRSLSAA128F930C4E6,user_565084,1,Gangster Tripping,Fatboy Slim,"electronic, dance",Electronic,0.716,0.905,1,-6.796,1,0.0726,0.0442,0.00077,0.185,0.744,101.764,4,Gangster Tripping - Fatboy Slim
TRYPFZT128F429EB47,user_901738,1,The Bones of an Idol,The New Pornographers,"indie, indie_rock, indie_pop",Rock,0.636,0.682,0,-5.676,1,0.0266,0.277,0.00259,0.146,0.568,97.531,4,The Bones of an Idol - The New Pornographers
TREXRBN128F42676B8,user_900505,10,So Says I,The Shins,"rock, alternative, indie, pop, indie_rock, indie_pop",Rock,0.463,0.738,4,-4.443,0,0.0444,0.0119,0.0,0.135,0.417,73.809,4,So Says I - The Shins
TRJGXEI128F147E695,user_61826,2,The Legacy,Iron Maiden,"heavy_metal, progressive_metal",Metal,0.336,0.863,2,-8.553,0,0.0985,0.0462,0.00423,0.169,0.165,147.399,4,The Legacy - Iron Maiden
TRMYECS128F92DE4B4,user_732236,1,Rabbit Heart (Raise It Up),Florence + the Machine,"rock, alternative, indie, pop, female_vocalists, british, indie_pop",Rock,0.625,0.858,9,-3.483,0,0.0462,0.092,1.36e-06,0.266,0.418,116.98,4,Rabbit Heart (Raise It Up) - Florence + the Machine
TRCQZIA12903CFCEBA,user_15201,1,My Diamond Star Car,Deerhoof,noise,Rock,0.398,0.944,0,-3.205,1,0.313,0.0159,0.314,0.0641,0.721,107.035,3,My Diamond Star Car - Deerhoof
TRUUXGX128F1489161,user_254668,1,The Word Hurricane,Air,"electronic, chillout, downtempo, french, lounge",Electronic,0.313,0.541,1,-9.578,0,0.0396,0.111,0.0363,0.154,0.235,147.068,4,The Word Hurricane - Air
TRUINQU128F14A66A6,user_803695,1,Losing My Edge,LCD Soundsystem,"electronic, indie, dance, electro, 00s",Electronic,0.777,0.973,5,-6.483,0,0.0639,0.000203,0.618,0.326,0.875,116.172,4,Losing My Edge - LCD Soundsystem
TRUHUNN128F92E58B5,user_575580,9,Hard Sun,Eddie Vedder,"rock, alternative, alternative_rock, folk, singer_songwriter, soundtrack, acoustic, grunge, cover",Rock,0.441,0.828,8,-6.544,1,0.0331,0.0533,0.000328,0.325,0.643,143.395,4,Hard Sun - Eddie Vedder
TRRKBVU128F4235A44,user_495794,2,Piccola Radiolina,Manu Chao,"rock, reggae",Latin,0.662,0.676,5,-13.825,1,0.03,0.233,0.952,0.434,0.966,129.92,4,Piccola Radiolina - Manu Chao
TRJRDCZ128F427FC25,user_408090,3,Radio/Video,System of a Down,"rock, alternative, metal, alternative_rock, hard_rock, heavy_metal, nu_metal",Rock,0.358,0.918,6,-2.472,0,0.0722,0.157,9.09e-06,0.369,0.489,139.327,4,Radio/Video - System of a Down
TRPJULJ128F931B4D5,user_235006,4,Disaster Button,Snow Patrol,"rock, alternative, alternative_rock, indie_rock, 00s",Rock,0.435,0.764,9,-4.275,1,0.046,0.0014,0.0,0.0695,0.218,147.97,4,Disaster Button - Snow Patrol
TREPAIQ128F92F82E4,user_345535,2,Les Voisines,Renan Luce,french,Pop,0.849,0.749,1,-6.909,0,0.0429,0.126,6.1e-06,0.0703,0.883,127.046,4,Les Voisines - Renan Luce
TRGRPEU128F932BD78,user_253085,2,Goodnight Bad Morning,The Kills,"indie, alternative_rock, blues, beautiful, 00s, chill",Rock,0.809,0.304,5,-13.205,1,0.0348,0.919,0.832,0.108,0.416,96.068,4,Goodnight Bad Morning - The Kills
TRTDKMT128F92CDD87,user_151686,1,Blow Me Away,Breaking Benjamin,"rock, metal, alternative_rock, hard_rock, soundtrack",Rock,0.531,0.953,5,-4.138,1,0.0654,0.000769,0.00127,0.134,0.475,99.111,4,Blow Me Away - Breaking Benjamin
TREJQHN128F92E0A4A,user_302087,1,Last Day of Magic,The Kills,"rock, indie, female_vocalists, alternative_rock, indie_rock",Rock,0.629,0.896,1,-3.328,1,0.0716,0.0867,8.76e-05,0.289,0.735,147.927,4,Last Day of Magic - The Kills
TRTDKMT128F92CDD87,user_936049,1,Blow Me Away,Breaking Benjamin,"rock, metal, alternative_rock, hard_rock, soundtrack",Rock,0.531,0.953,5,-4.138,1,0.0654,0.000769,0.00127,0.134,0.475,99.111,4,Blow Me Away - Breaking Benjamin
TRYMRST128E078373F,user_8115,1,Selling The Drama,Live,"rock, alternative, alternative_rock, 90s, grunge",Rock,0.448,0.901,6,-6.722,1,0.0627,0.0121,0.000148,0.127,0.406,124.525,4,Selling The Drama - Live
TRAKSYI128EF349B16,user_855624,1,I Can't Decide,Scissor Sisters,"electronic, pop, dance",Pop,0.687,0.789,3,-4.96,1,0.0311,0.259,0.0,0.202,0.856,96.989,4,I Can't Decide - Scissor Sisters
TRJJQRG128F148B724,user_932061,1,Cissy Strut,The Meters,"instrumental, soul, funk, 60s",RnB,0.521,0.799,0,-11.993,1,0.097,0.106,0.732,0.332,0.709,175.921,4,Cissy Strut - The Meters
TRNALGP128F427EC81,user_864575,2,The Good Times Are Killing Me,Modest Mouse,"rock, alternative, indie, alternative_rock, indie_rock, indie_pop, chill",Rock,0.691,0.551,5,-8.984,1,0.0389,0.386,0.00115,0.223,0.654,93.979,4,The Good Times Are Killing Me - Modest Mouse
TRWTJIW128F42B8807,user_279874,1,The Next Messiah,Jenny Lewis,"rock, indie, female_vocalists, beautiful, pop_rock",Rock,0.465,0.722,9,-7.214,1,0.0728,0.0931,0.000209,0.197,0.38,135.826,4,The Next Messiah - Jenny Lewis
TRFDVAM128F1453AD9,user_661088,1,Deora Ar Mo Chroí,Enya,"ambient, chillout, classical, new_age",New Age,0.165,0.0483,9,-23.188,1,0.0408,0.959,0.307,0.0722,0.0685,136.752,3,Deora Ar Mo Chroí - Enya
TRRJZDI128F92F8F41,user_871137,1,2nd Foot Stomp,Clinic,"alternative, indie, british",Rock,0.423,0.711,2,-8.119,0,0.033,0.00294,0.534,0.111,0.485,128.658,4,2nd Foot Stomp - Clinic
TRJQTJT128F148F423,user_675982,2,Together We Will Live Forever,Clint Mansell,"ambient, instrumental, chillout, classical, soundtrack, piano, love, beautiful, mellow",Electronic,0.334,0.0113,7,-24.812,0,0.0434,0.985,0.874,0.105,0.0852,73.843,4,Together We Will Live Forever - Clint Mansell
TREVJFH128F149F0D7,user_414391,1,"Kids, Kids, Kids",Heavy Heavy Low Low,"hardcore, grindcore",Metal,0.202,0.942,6,-5.129,0,0.162,0.000314,0.000536,0.0986,0.298,170.255,4,"Kids, Kids, Kids - Heavy Heavy Low Low"
TRQOJUO12903CA280A,user_21263,6,Why Don't We Just Dance,Josh Turner,"dance, country",Country,0.663,0.799,5,-5.1,1,0.0423,0.365,0.000491,0.107,0.602,121.836,4,Why Don't We Just Dance - Josh Turner
TRSFLLX128F932732F,user_715090,13,Quutamo,Apocalyptica,"metal, instrumental, heavy_metal, symphonic_metal",Metal,0.472,0.937,5,-7.164,1,0.156,0.00203,0.825,0.292,0.324,109.13,4,Quutamo - Apocalyptica
TRBAHID128E078460C,user_649230,5,Rapid Hope Loss,Dashboard Confessional,"rock, singer_songwriter, emo",Rock,0.368,0.781,5,-4.157,1,0.0301,0.000543,9.88e-06,0.129,0.454,169.887,4,Rapid Hope Loss - Dashboard Confessional
TRBPYGG128F92E365B,user_239938,4,Song for Isabelle,Stimming,idm,Electronic,0.95,0.375,8,-11.221,1,0.244,0.127,0.877,0.0838,0.635,124.01,4,Song for Isabelle - Stimming
TRKHQQB128F93112EA,user_412310,13,Happiness Is Overrated,The Airborne Toxic Event,"alternative, indie, alternative_rock, indie_rock, post_punk",Rock,0.365,0.78,9,-3.457,1,0.0587,0.0136,0.0,0.0645,0.31,115.773,4,Happiness Is Overrated - The Airborne Toxic Event
TRICALF128F9310064,user_882697,4,Swordfish Hotkiss Night,Empire of the Sun,"electronic, dance, synthpop",Electronic,0.854,0.728,0,-5.459,0,0.0669,0.0982,0.169,0.0844,0.785,117.964,4,Swordfish Hotkiss Night - Empire of the Sun
TRMJMNU128F1460DC3,user_885673,1,Saddest Girl Story,The Starting Line,"rock, alternative, punk_rock, emo",Rock,0.336,0.821,7,-2.729,1,0.0585,0.000701,0.0,0.125,0.282,109.818,4,Saddest Girl Story - The Starting Line
TRMKHYJ128F931117D,user_882587,1,The Walls Are Coming Down,Fanfarlo,"indie, folk, british, indie_pop, beautiful, 00s",Rock,0.546,0.74,7,-5.631,1,0.0269,0.00679,3.34e-05,0.0634,0.279,101.652,3,The Walls Are Coming Down - Fanfarlo
TRTVSKV128F92EF7D0,user_267427,2,Her Voice Resides,Bullet for My Valentine,"metal, heavy_metal, hardcore, metalcore, emo, screamo",Metal,0.311,0.984,8,-3.081,1,0.119,0.000249,1.61e-05,0.373,0.349,95.134,4,Her Voice Resides - Bullet for My Valentine
TRYBBYX128EF3676BA,user_603723,1,"Pop, Lock & Drop It",Huey,"dance, rap, hip_hop, rnb",Rap,0.744,0.667,11,-7.227,0,0.209,0.00107,0.0,0.142,0.562,144.14,4,"Pop, Lock & Drop It - Huey"
TRJSAID128F934D596,user_10968,4,Beautiful Drug,Thievery Corporation,"chillout, trip_hop, downtempo, lounge",Electronic,0.518,0.318,9,-11.312,0,0.0286,0.497,0.847,0.108,0.0508,60.921,4,Beautiful Drug - Thievery Corporation
TRSUSWW128F93463BF,user_431500,2,Imma Be,Black Eyed Peas,"electronic, pop, dance, rap, hip_hop, rnb",Rap,0.654,0.539,5,-6.57,0,0.428,0.192,0.0,0.279,0.415,122.117,4,Imma Be - Black Eyed Peas
TRGDQHR128F931A42B,user_566063,3,Honeydew,Mr. Scruff,"electronic, chillout, trip_hop, downtempo, lounge",Electronic,0.796,0.623,1,-12.144,1,0.0792,0.0177,0.00139,0.366,0.734,139.003,4,Honeydew - Mr. Scruff
TRFSALN128F14A0B6D,user_169603,14,Mysterious Skies,ATB,trance,Electronic,0.556,0.947,9,-6.999,0,0.0374,0.0426,0.887,0.666,0.135,134.977,4,Mysterious Skies - ATB
TRWZRLE128F146B244,user_576054,3,The Other Side of Mt. Heart Attack,Liars,"indie, ambient, experimental, psychedelic, post_rock, love, beautiful, mellow, chill",Rock,0.266,0.178,11,-15.105,1,0.0359,0.934,0.0367,0.132,0.0727,121.487,4,The Other Side of Mt. Heart Attack - Liars
TRFSWVM128F9345DB2,user_521532,1,The Art of Losing,Rise Against,"punk, hardcore, punk_rock, american, emo, post_hardcore",Rock,0.488,0.999,9,-3.526,1,0.116,0.000223,0.856,0.0695,0.234,131.012,3,The Art of Losing - Rise Against
TRJCTNF12903CF4558,user_721853,1,The Day You Died,Arch Enemy,"death_metal, melodic_death_metal, swedish",Metal,0.34,0.838,1,-3.154,1,0.0609,2.14e-05,0.0133,0.0838,0.215,124.075,4,The Day You Died - Arch Enemy
TRAJEQC12903CEBFAF,user_411471,1,The Ar,Tiamat,"doom_metal, gothic_metal, gothic",Metal,0.283,0.86,9,-9.065,1,0.0997,0.00644,0.284,0.603,0.0502,140.576,4,The Ar - Tiamat
TROHYKR128F9317025,user_602657,1,The Fear,Lily Allen,"pop, female_vocalists, british, britpop",Pop,0.65,0.806,10,-7.723,1,0.0362,0.401,2.57e-05,0.113,0.532,133.962,4,The Fear - Lily Allen
TREALMU128F429B809,user_708547,2,Are You Ten Years Ago,Tegan and Sara,"alternative, indie, female_vocalists, indie_pop, love, 00s",Rock,0.65,0.663,9,-10.053,0,0.0971,0.49,0.000165,0.219,0.543,138.016,4,Are You Ten Years Ago - Tegan and Sara
TRRJBSE128E079271B,user_703190,2,Shoes 'N' Hats,Smash Mouth,"rock, alternative, ska",Rock,0.699,0.757,7,-5.026,1,0.0287,0.0138,0.0,0.0969,0.821,128.345,4,Shoes 'N' Hats - Smash Mouth
